x (nodes),y (nodes),x (m),y (m),h + zb (m),zb (m),h (m),u (m/s),v (m/s), q (m^2/s), h analytical (m), u analytical (m/s), h analytical + zb (m)
  451,  109,      3.0048,      0.7237,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  110,      3.0048,      0.7304,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  111,      3.0048,      0.7370,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  112,      3.0048,      0.7437,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  113,      3.0048,      0.7504,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  114,      3.0048,      0.7570,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  115,      3.0048,      0.7637,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  116,      3.0048,      0.7704,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  117,      3.0048,      0.7771,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  118,      3.0048,      0.7837,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  119,      3.0048,      0.7904,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  120,      3.0048,      0.7971,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  121,      3.0048,      0.8037,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  122,      3.0048,      0.8104,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  123,      3.0048,      0.8171,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  124,      3.0048,      0.8237,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  125,      3.0048,      0.8304,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  126,      3.0048,      0.8371,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  127,      3.0048,      0.8438,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  128,      3.0048,      0.8504,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  129,      3.0048,      0.8571,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  130,      3.0048,      0.8638,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  131,      3.0048,      0.8704,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  132,      3.0048,      0.8771,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  133,      3.0048,      0.8838,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  134,      3.0048,      0.8904,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  135,      3.0048,      0.8971,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  136,      3.0048,      0.9038,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  137,      3.0048,      0.9105,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  138,      3.0048,      0.9171,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  139,      3.0048,      0.9238,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  140,      3.0048,      0.9305,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  141,      3.0048,      0.9371,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  142,      3.0048,      0.9438,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  143,      3.0048,      0.9505,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  144,      3.0048,      0.9571,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  145,      3.0048,      0.9638,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  146,      3.0048,      0.9705,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  147,      3.0048,      0.9772,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  148,      3.0048,      0.9838,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  149,      3.0048,      0.9905,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  451,  150,      3.0048,      0.9972,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,    1,      3.0115,      0.0033,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,    2,      3.0115,      0.0100,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,    3,      3.0115,      0.0167,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,    4,      3.0115,      0.0233,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,    5,      3.0115,      0.0300,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,    6,      3.0115,      0.0367,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,    7,      3.0115,      0.0434,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,    8,      3.0115,      0.0500,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,    9,      3.0115,      0.0567,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   10,      3.0115,      0.0634,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   11,      3.0115,      0.0700,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   12,      3.0115,      0.0767,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   13,      3.0115,      0.0834,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   14,      3.0115,      0.0900,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   15,      3.0115,      0.0967,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   16,      3.0115,      0.1034,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   17,      3.0115,      0.1101,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   18,      3.0115,      0.1167,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   19,      3.0115,      0.1234,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   20,      3.0115,      0.1301,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   21,      3.0115,      0.1367,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   22,      3.0115,      0.1434,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   23,      3.0115,      0.1501,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   24,      3.0115,      0.1567,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   25,      3.0115,      0.1634,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   26,      3.0115,      0.1701,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   27,      3.0115,      0.1768,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   28,      3.0115,      0.1834,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   29,      3.0115,      0.1901,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   30,      3.0115,      0.1968,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   31,      3.0115,      0.2034,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   32,      3.0115,      0.2101,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   33,      3.0115,      0.2168,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   34,      3.0115,      0.2234,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   35,      3.0115,      0.2301,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   36,      3.0115,      0.2368,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   37,      3.0115,      0.2435,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   38,      3.0115,      0.2501,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   39,      3.0115,      0.2568,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   40,      3.0115,      0.2635,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   41,      3.0115,      0.2701,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   42,      3.0115,      0.2768,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   43,      3.0115,      0.2835,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   44,      3.0115,      0.2901,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   45,      3.0115,      0.2968,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   46,      3.0115,      0.3035,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   47,      3.0115,      0.3102,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   48,      3.0115,      0.3168,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   49,      3.0115,      0.3235,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   50,      3.0115,      0.3302,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   51,      3.0115,      0.3368,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   52,      3.0115,      0.3435,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   53,      3.0115,      0.3502,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   54,      3.0115,      0.3568,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   55,      3.0115,      0.3635,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   56,      3.0115,      0.3702,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   57,      3.0115,      0.3769,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   58,      3.0115,      0.3835,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   59,      3.0115,      0.3902,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   60,      3.0115,      0.3969,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   61,      3.0115,      0.4035,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   62,      3.0115,      0.4102,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   63,      3.0115,      0.4169,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   64,      3.0115,      0.4235,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   65,      3.0115,      0.4302,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   66,      3.0115,      0.4369,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   67,      3.0115,      0.4436,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   68,      3.0115,      0.4502,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   69,      3.0115,      0.4569,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   70,      3.0115,      0.4636,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   71,      3.0115,      0.4702,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   72,      3.0115,      0.4769,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   73,      3.0115,      0.4836,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   74,      3.0115,      0.4902,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   75,      3.0115,      0.4969,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   76,      3.0115,      0.5036,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   77,      3.0115,      0.5103,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   78,      3.0115,      0.5169,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   79,      3.0115,      0.5236,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   80,      3.0115,      0.5303,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   81,      3.0115,      0.5369,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   82,      3.0115,      0.5436,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   83,      3.0115,      0.5503,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   84,      3.0115,      0.5569,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   85,      3.0115,      0.5636,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   86,      3.0115,      0.5703,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   87,      3.0115,      0.5770,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   88,      3.0115,      0.5836,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   89,      3.0115,      0.5903,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   90,      3.0115,      0.5970,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   91,      3.0115,      0.6036,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   92,      3.0115,      0.6103,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   93,      3.0115,      0.6170,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   94,      3.0115,      0.6236,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   95,      3.0115,      0.6303,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   96,      3.0115,      0.6370,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   97,      3.0115,      0.6437,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   98,      3.0115,      0.6503,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,   99,      3.0115,      0.6570,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  100,      3.0115,      0.6637,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  101,      3.0115,      0.6703,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  102,      3.0115,      0.6770,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  103,      3.0115,      0.6837,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  104,      3.0115,      0.6903,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  105,      3.0115,      0.6970,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  106,      3.0115,      0.7037,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  107,      3.0115,      0.7104,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  108,      3.0115,      0.7170,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  109,      3.0115,      0.7237,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  110,      3.0115,      0.7304,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  111,      3.0115,      0.7370,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  112,      3.0115,      0.7437,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  113,      3.0115,      0.7504,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  114,      3.0115,      0.7570,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  115,      3.0115,      0.7637,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  116,      3.0115,      0.7704,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  117,      3.0115,      0.7771,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  118,      3.0115,      0.7837,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  119,      3.0115,      0.7904,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  120,      3.0115,      0.7971,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  121,      3.0115,      0.8037,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  122,      3.0115,      0.8104,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  123,      3.0115,      0.8171,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  124,      3.0115,      0.8237,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  125,      3.0115,      0.8304,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  126,      3.0115,      0.8371,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  127,      3.0115,      0.8438,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  128,      3.0115,      0.8504,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  129,      3.0115,      0.8571,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  130,      3.0115,      0.8638,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  131,      3.0115,      0.8704,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  132,      3.0115,      0.8771,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  133,      3.0115,      0.8838,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  134,      3.0115,      0.8904,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  135,      3.0115,      0.8971,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  136,      3.0115,      0.9038,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  137,      3.0115,      0.9105,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  138,      3.0115,      0.9171,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  139,      3.0115,      0.9238,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  140,      3.0115,      0.9305,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  141,      3.0115,      0.9371,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  142,      3.0115,      0.9438,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  143,      3.0115,      0.9505,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  144,      3.0115,      0.9571,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  145,      3.0115,      0.9638,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  146,      3.0115,      0.9705,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  147,      3.0115,      0.9772,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
  452,  148,      3.0115,      0.9838,      0.1850,      0.0006,      0.1844,      0.6725,      0.0000,      0.1240,      0.0000,      0.0000,      0.0006,
