x (nodes),y (nodes),x (m),y (m),h + zb (m),zb (m),h (m),u (m/s),v (m/s), q (m^2/s), h analytical (m), u analytical (m/s), h analytical + zb (m)
  151,  105,      1.0038,      0.6970,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  106,      1.0038,      0.7037,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  107,      1.0038,      0.7104,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  108,      1.0038,      0.7170,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  109,      1.0038,      0.7237,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  110,      1.0038,      0.7304,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  111,      1.0038,      0.7370,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  112,      1.0038,      0.7437,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  113,      1.0038,      0.7504,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  114,      1.0038,      0.7570,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  115,      1.0038,      0.7637,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  116,      1.0038,      0.7704,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  117,      1.0038,      0.7771,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  118,      1.0038,      0.7837,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  119,      1.0038,      0.7904,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  120,      1.0038,      0.7971,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  121,      1.0038,      0.8037,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  122,      1.0038,      0.8104,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  123,      1.0038,      0.8171,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  124,      1.0038,      0.8237,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  125,      1.0038,      0.8304,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  126,      1.0038,      0.8371,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  127,      1.0038,      0.8438,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  128,      1.0038,      0.8504,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  129,      1.0038,      0.8571,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  130,      1.0038,      0.8638,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  131,      1.0038,      0.8704,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  132,      1.0038,      0.8771,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  133,      1.0038,      0.8838,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  134,      1.0038,      0.8904,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  135,      1.0038,      0.8971,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  136,      1.0038,      0.9038,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  137,      1.0038,      0.9105,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  138,      1.0038,      0.9171,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  139,      1.0038,      0.9238,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  140,      1.0038,      0.9305,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  141,      1.0038,      0.9371,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  142,      1.0038,      0.9438,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  143,      1.0038,      0.9505,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  144,      1.0038,      0.9571,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  145,      1.0038,      0.9638,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  146,      1.0038,      0.9705,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  147,      1.0038,      0.9772,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  148,      1.0038,      0.9838,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  149,      1.0038,      0.9905,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  151,  150,      1.0038,      0.9972,      0.1850,      0.0019,      0.1831,      0.6771,      0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,    1,      1.0105,      0.0033,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,    2,      1.0105,      0.0100,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,    3,      1.0105,      0.0167,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,    4,      1.0105,      0.0233,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,    5,      1.0105,      0.0300,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,    6,      1.0105,      0.0367,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,    7,      1.0105,      0.0434,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,    8,      1.0105,      0.0500,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,    9,      1.0105,      0.0567,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   10,      1.0105,      0.0634,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   11,      1.0105,      0.0700,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   12,      1.0105,      0.0767,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   13,      1.0105,      0.0834,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   14,      1.0105,      0.0900,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   15,      1.0105,      0.0967,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   16,      1.0105,      0.1034,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   17,      1.0105,      0.1101,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   18,      1.0105,      0.1167,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   19,      1.0105,      0.1234,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   20,      1.0105,      0.1301,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   21,      1.0105,      0.1367,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   22,      1.0105,      0.1434,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   23,      1.0105,      0.1501,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   24,      1.0105,      0.1567,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   25,      1.0105,      0.1634,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   26,      1.0105,      0.1701,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   27,      1.0105,      0.1768,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   28,      1.0105,      0.1834,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   29,      1.0105,      0.1901,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   30,      1.0105,      0.1968,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   31,      1.0105,      0.2034,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   32,      1.0105,      0.2101,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   33,      1.0105,      0.2168,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   34,      1.0105,      0.2234,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   35,      1.0105,      0.2301,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   36,      1.0105,      0.2368,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   37,      1.0105,      0.2435,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   38,      1.0105,      0.2501,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   39,      1.0105,      0.2568,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   40,      1.0105,      0.2635,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   41,      1.0105,      0.2701,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   42,      1.0105,      0.2768,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   43,      1.0105,      0.2835,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   44,      1.0105,      0.2901,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   45,      1.0105,      0.2968,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   46,      1.0105,      0.3035,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   47,      1.0105,      0.3102,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   48,      1.0105,      0.3168,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   49,      1.0105,      0.3235,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   50,      1.0105,      0.3302,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   51,      1.0105,      0.3368,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   52,      1.0105,      0.3435,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   53,      1.0105,      0.3502,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   54,      1.0105,      0.3568,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   55,      1.0105,      0.3635,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   56,      1.0105,      0.3702,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   57,      1.0105,      0.3769,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   58,      1.0105,      0.3835,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   59,      1.0105,      0.3902,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   60,      1.0105,      0.3969,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   61,      1.0105,      0.4035,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   62,      1.0105,      0.4102,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   63,      1.0105,      0.4169,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   64,      1.0105,      0.4235,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   65,      1.0105,      0.4302,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   66,      1.0105,      0.4369,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   67,      1.0105,      0.4436,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   68,      1.0105,      0.4502,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   69,      1.0105,      0.4569,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   70,      1.0105,      0.4636,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   71,      1.0105,      0.4702,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   72,      1.0105,      0.4769,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   73,      1.0105,      0.4836,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   74,      1.0105,      0.4902,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   75,      1.0105,      0.4969,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   76,      1.0105,      0.5036,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   77,      1.0105,      0.5103,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   78,      1.0105,      0.5169,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   79,      1.0105,      0.5236,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   80,      1.0105,      0.5303,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   81,      1.0105,      0.5369,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   82,      1.0105,      0.5436,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   83,      1.0105,      0.5503,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   84,      1.0105,      0.5569,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   85,      1.0105,      0.5636,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   86,      1.0105,      0.5703,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   87,      1.0105,      0.5770,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   88,      1.0105,      0.5836,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   89,      1.0105,      0.5903,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   90,      1.0105,      0.5970,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   91,      1.0105,      0.6036,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   92,      1.0105,      0.6103,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   93,      1.0105,      0.6170,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   94,      1.0105,      0.6236,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   95,      1.0105,      0.6303,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   96,      1.0105,      0.6370,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   97,      1.0105,      0.6437,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   98,      1.0105,      0.6503,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,   99,      1.0105,      0.6570,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  100,      1.0105,      0.6637,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  101,      1.0105,      0.6703,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  102,      1.0105,      0.6770,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  103,      1.0105,      0.6837,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  104,      1.0105,      0.6903,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  105,      1.0105,      0.6970,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  106,      1.0105,      0.7037,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  107,      1.0105,      0.7104,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  108,      1.0105,      0.7170,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  109,      1.0105,      0.7237,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  110,      1.0105,      0.7304,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  111,      1.0105,      0.7370,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  112,      1.0105,      0.7437,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  113,      1.0105,      0.7504,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  114,      1.0105,      0.7570,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  115,      1.0105,      0.7637,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  116,      1.0105,      0.7704,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  117,      1.0105,      0.7771,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  118,      1.0105,      0.7837,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  119,      1.0105,      0.7904,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  120,      1.0105,      0.7971,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  121,      1.0105,      0.8037,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  122,      1.0105,      0.8104,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  123,      1.0105,      0.8171,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  124,      1.0105,      0.8237,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  125,      1.0105,      0.8304,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  126,      1.0105,      0.8371,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  127,      1.0105,      0.8438,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  128,      1.0105,      0.8504,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  129,      1.0105,      0.8571,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  130,      1.0105,      0.8638,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  131,      1.0105,      0.8704,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  132,      1.0105,      0.8771,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  133,      1.0105,      0.8838,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  134,      1.0105,      0.8904,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  135,      1.0105,      0.8971,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  136,      1.0105,      0.9038,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  137,      1.0105,      0.9105,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  138,      1.0105,      0.9171,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  139,      1.0105,      0.9238,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  140,      1.0105,      0.9305,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  141,      1.0105,      0.9371,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
  152,  142,      1.0105,      0.9438,      0.1850,      0.0019,      0.1831,      0.6771,     -0.0000,      0.1240,      0.0000,      0.0000,      0.0019,
