x (nodes),y (nodes),x (m),y (m),h + zb (m),zb (m),h (m),u (m/s),v (m/s), q (m^2/s), h analytical (m), u analytical (m/s), h analytical + zb (m) , Fx MMS, Fy MMS
    1,    1, 0.05000000000000, 0.05000000000000, 2.19000898640369, 0.00012311659405, 2.18988586980964, 0.00664755363272,-0.00000000000000, 0.01455738376909, 2.10428964336015, 0.00000000000000, 2.10441275995420,42.80392978938183,    0.00000000000000,
    1,    2, 0.05000000000000, 0.15000000000000, 2.19000898640369, 0.00012311659405, 2.18988586980964, 0.00664755363272,-0.00000000000000, 0.01455738376909, 2.10428964336015, 0.00000000000000, 2.10441275995420,42.80392978938183,    0.00000000000000,
    1,    3, 0.05000000000000, 0.25000000000000, 2.19000898640369, 0.00012311659405, 2.18988586980964, 0.00664755363272,-0.00000000000000, 0.01455738376909, 2.10428964336015, 0.00000000000000, 2.10441275995420,42.80392978938183,    0.00000000000000,
    1,    4, 0.05000000000000, 0.35000000000000, 2.19000898640369, 0.00012311659405, 2.18988586980964, 0.00664755363272,-0.00000000000000, 0.01455738376909, 2.10428964336015, 0.00000000000000, 2.10441275995420,42.80392978938183,    0.00000000000000,
    1,    5, 0.05000000000000, 0.45000000000000, 2.19000898640369, 0.00012311659405, 2.18988586980964, 0.00664755363272,-0.00000000000000, 0.01455738376909, 2.10428964336015, 0.00000000000000, 2.10441275995420,42.80392978938183,    0.00000000000000,
    2,    1, 0.15000000000000, 0.05000000000000, 2.38314503539996, 0.00108993475812, 2.38205510064185, 0.00611135682740, 0.00000000000000, 0.01455758870255, 2.30266033315970, 0.00000000000000, 2.30375026791781,42.47614009998954,    0.00000000000000,
    2,    2, 0.15000000000000, 0.15000000000000, 2.38314503539996, 0.00108993475812, 2.38205510064185, 0.00611135682740, 0.00000000000000, 0.01455758870255, 2.30266033315970, 0.00000000000000, 2.30375026791781,42.47614009998954,    0.00000000000000,
    2,    3, 0.15000000000000, 0.25000000000000, 2.38314503539996, 0.00108993475812, 2.38205510064185, 0.00611135682740, 0.00000000000000, 0.01455758870255, 2.30266033315970, 0.00000000000000, 2.30375026791781,42.47614009998954,    0.00000000000000,
    2,    4, 0.15000000000000, 0.35000000000000, 2.38314503539996, 0.00108993475812, 2.38205510064185, 0.00611135682740, 0.00000000000000, 0.01455758870255, 2.30266033315970, 0.00000000000000, 2.30375026791781,42.47614009998954,    0.00000000000000,
    2,    5, 0.15000000000000, 0.45000000000000, 2.38314503539996, 0.00108993475812, 2.38205510064185, 0.00611135682740, 0.00000000000000, 0.01455758870255, 2.30266033315970, 0.00000000000000, 2.30375026791781,42.47614009998954,    0.00000000000000,
    3,    1, 0.25000000000000, 0.05000000000000, 2.54937673685647, 0.00292893218813, 2.54644780466834, 0.00571705706358,-0.00000000000000, 0.01455818740871, 2.47140452079103, 0.00000000000000, 2.47433345297917,36.44370485524411,    0.00000000000000,
    3,    2, 0.25000000000000, 0.15000000000000, 2.54937673685647, 0.00292893218813, 2.54644780466834, 0.00571705706358,-0.00000000000000, 0.01455818740871, 2.47140452079103, 0.00000000000000, 2.47433345297917,36.44370485524411,    0.00000000000000,
    3,    3, 0.25000000000000, 0.25000000000000, 2.54937673685647, 0.00292893218813, 2.54644780466834, 0.00571705706358,-0.00000000000000, 0.01455818740871, 2.47140452079103, 0.00000000000000, 2.47433345297917,36.44370485524411,    0.00000000000000,
    3,    4, 0.25000000000000, 0.35000000000000, 2.54937673685647, 0.00292893218813, 2.54644780466834, 0.00571705706358,-0.00000000000000, 0.01455818740871, 2.47140452079103, 0.00000000000000, 2.47433345297917,36.44370485524411,    0.00000000000000,
    3,    5, 0.25000000000000, 0.45000000000000, 2.54937673685647, 0.00292893218813, 2.54644780466834, 0.00571705706358,-0.00000000000000, 0.01455818740871, 2.47140452079103, 0.00000000000000, 2.47433345297917,36.44370485524411,    0.00000000000000,
    4,    1, 0.35000000000000, 0.05000000000000, 2.67176773570505, 0.00546009500260, 2.66630764070245, 0.00545992707220,-0.00000000000000, 0.01455784527029, 2.59400434945891, 0.00000000000000, 2.59946444446152,24.90839752519953,    0.00000000000000,
    4,    2, 0.35000000000000, 0.15000000000000, 2.67176773570505, 0.00546009500260, 2.66630764070245, 0.00545992707220,-0.00000000000000, 0.01455784527029, 2.59400434945891, 0.00000000000000, 2.59946444446152,24.90839752519953,    0.00000000000000,
    4,    3, 0.35000000000000, 0.25000000000000, 2.67176773570505, 0.00546009500260, 2.66630764070245, 0.00545992707220,-0.00000000000000, 0.01455784527029, 2.59400434945891, 0.00000000000000, 2.59946444446152,24.90839752519953,    0.00000000000000,
    4,    4, 0.35000000000000, 0.35000000000000, 2.67176773570505, 0.00546009500260, 2.66630764070245, 0.00545992707220,-0.00000000000000, 0.01455784527029, 2.59400434945891, 0.00000000000000, 2.59946444446152,24.90839752519953,    0.00000000000000,
    4,    5, 0.35000000000000, 0.45000000000000, 2.67176773570505, 0.00546009500260, 2.66630764070245, 0.00545992707220,-0.00000000000000, 0.01455784527029, 2.59400434945891, 0.00000000000000, 2.59946444446152,24.90839752519953,    0.00000000000000,
    5,    1, 0.45000000000000, 0.05000000000000, 2.73784804705655, 0.00843565534960, 2.72941239170695, 0.00533370282485, 0.00000000000000, 0.01455787458383, 2.65845889373009, 0.00000000000000, 2.66689454907969, 9.35379046508376,    0.00000000000000,
    5,    2, 0.45000000000000, 0.15000000000000, 2.73784804705655, 0.00843565534960, 2.72941239170695, 0.00533370282485, 0.00000000000000, 0.01455787458383, 2.65845889373009, 0.00000000000000, 2.66689454907969, 9.35379046508376,    0.00000000000000,
    5,    3, 0.45000000000000, 0.25000000000000, 2.73784804705655, 0.00843565534960, 2.72941239170695, 0.00533370282485, 0.00000000000000, 0.01455787458383, 2.65845889373009, 0.00000000000000, 2.66689454907969, 9.35379046508376,    0.00000000000000,
